sentence_index,entity_raw,entity_normalised,category,sentence_text,session
290,the Post Office,Post Office,Organisation,What they eventually did was they paid people's benefits directly into their bank accounts rather than doing it through a special application in the Post Office.,Day156
291,Benefits Agency,Benefits Agency,Organisation,Were you told anything to the effect that one of the reasons why the Benefits Agency withdrew was a lack of confidence in ICL?,Day156
291,ICL,ICL,Organisation,Were you told anything to the effect that one of the reasons why the Benefits Agency withdrew was a lack of confidence in ICL?,Day156
307,Post Office,Post Office,Organisation,"In your role between 1996 and 2002, were you in any way responsible for communicating with the Post Office team as to their requirements?",Day156
309,Project Impact,Project Impact,Organisation,"That really started with Project Impact, but I certainly was working with the Post Office team in terms of defining the interfaces between how Fujitsu's agents were operating and how they interacted.",Day156
309,Post Office,Post Office,Organisation,"That really started with Project Impact, but I certainly was working with the Post Office team in terms of defining the interfaces between how Fujitsu's agents were operating and how they interacted.",Day156
309,Fujitsu,Fujitsu,Organisation,"That really started with Project Impact, but I certainly was working with the Post Office team in terms of defining the interfaces between how Fujitsu's agents were operating and how they interacted.",Day156
310,the Network Banking Engine,the Network Banking Engine,Organisation,"Well, initially there was a box in between us and the banks called the Network Banking Engine, which was provided by IBM.",Day156
310,IBM,IBM,Organisation,"Well, initially there was a box in between us and the banks called the Network Banking Engine, which was provided by IBM.",Day156
313,Jeremy Folkes,Jeremy Folkes,Individual,"Did you come into contact with Jeremy Folkes, the Infrastructure Assurance Team leader from the Post Office?",Day156
313,the Infrastructure Assurance Team,the Infrastructure Assurance Team,Organisation,"Did you come into contact with Jeremy Folkes, the Infrastructure Assurance Team leader from the Post Office?",Day156
313,the Post Office,Post Office,Organisation,"Did you come into contact with Jeremy Folkes, the Infrastructure Assurance Team leader from the Post Office?",Day156
314,Escher,Escher,Individual,"Not at that time, but I did come across him a few years later when he'd moved roles, and he actually joined Escher as one of their consultants.",Day156
315,Jeremy,Jeremy,Individual,"So I did come across Jeremy in his role with Escher, but I don't remember coming across him when he was working with Post Office.",Day156
315,Escher,Escher,Individual,"So I did come across Jeremy in his role with Escher, but I don't remember coming across him when he was working with Post Office.",Day156
315,Post Office,Post Office,Organisation,"So I did come across Jeremy in his role with Escher, but I don't remember coming across him when he was working with Post Office.",Day156
316,the Benefits Agency,the Benefits Agency,Organisation,"He told the inquiry— it was back on the 2nd of November, uh, 2022— that we— and by that he meant, um, the Benefits Agency and the Post Office Counters Limited team had, quote, been denied viability of the application design.",Day156
316,the Post Office Counters Limited,the Post Office Counters Limited,Organisation,"He told the inquiry— it was back on the 2nd of November, uh, 2022— that we— and by that he meant, um, the Benefits Agency and the Post Office Counters Limited team had, quote, been denied viability of the application design.",Day156
318,Riposte,Riposte,Technical System,"He continued, when I say we had some visibility of risk areas, what I mean is that the areas where we had raised formal risks to the service provider at the start such as, such as Riposte.",Day156
319,EPOSS,EPOSS,Technical System,"In those cases, we did get more information, but as far as the application design, in particular EPOSS, we had been denied visibility.",Day156
320,Fujitsu,Fujitsu,Organisation,"I think that was something to do with the way the contract had been negotiated between Fujitsu, or ITL Management as it was then, and Post Office and DSS.",Day156
320,ITL Management,ITL Management,Organisation,"I think that was something to do with the way the contract had been negotiated between Fujitsu, or ITL Management as it was then, and Post Office and DSS.",Day156
320,Post Office,Post Office,Organisation,"I think that was something to do with the way the contract had been negotiated between Fujitsu, or ITL Management as it was then, and Post Office and DSS.",Day156
320,DSS,DSS,Organisation,"I think that was something to do with the way the contract had been negotiated between Fujitsu, or ITL Management as it was then, and Post Office and DSS.",Day156
321,PFI,PFI,Organisation,"I wasn't involved in any of that, but as I understand it, it was a PFI contract, and part of that meant that the customer had to treat the whole thing as a black box, but say this is hearsay, if you like, rather than something I was directly involved in.",Day156
